Happy_comment_word,Happy_number_use_for_word,Sad_comment_word,Sad_number_use_for_word,All_number_use_for_word
آورده,78.0,آورده,164.0,242.0
میده,83.0,میده,158.0,241.0
بال,105.0,بال,136.0,241.0
آدم,100.0,آدم,141.0,241.0
معلوم,38.0,معلوم,202.0,240.0
چربی,64.0,چربی,176.0,240.0
هست.,147.0,هست.,93.0,240.0
سفارشات,116.0,سفارشات,123.0,239.0
آش,89.0,آش,150.0,239.0
برخلاف,66.0,برخلاف,173.0,239.0
توقع,60.0,توقع,178.0,238.0
فروشی,80.0,فروشی,158.0,238.0
میوه,115.0,میوه,123.0,238.0
ذکر,90.0,ذکر,148.0,238.0
محتویات,66.0,محتویات,172.0,238.0
حدی,44.0,حدی,194.0,238.0
حالت,76.0,حالت,161.0,237.0
دمتون,233.0,دمتون,4.0,237.0
رولت,96.0,رولت,139.0,235.0
کنجد,82.0,کنجد,153.0,235.0
برنجش,94.0,برنجش,141.0,235.0
مخلوط,74.0,مخلوط,161.0,235.0
غذاهای,133.0,غذاهای,101.0,234.0
طولانی,132.0,طولانی,102.0,234.0
اسم,44.0,اسم,190.0,234.0
گذاشتن,72.0,گذاشتن,161.0,233.0
تنوع,175.0,تنوع,56.0,231.0
برش,126.0,برش,104.0,230.0
زیاده,154.0,زیاده,76.0,230.0
دادم.,73.0,دادم.,157.0,230.0
نا,36.0,نا,193.0,229.0
سوپرمارکت,130.0,سوپرمارکت,99.0,229.0
مناسبی,95.0,مناسبی,134.0,229.0
پیتزایی,48.0,پیتزایی,181.0,229.0
دستمال,95.0,دستمال,134.0,229.0
دقیق,189.0,دقیق,39.0,228.0
نکته,155.0,نکته,72.0,227.0
نباید,69.0,نباید,158.0,227.0
بعید,26.0,بعید,201.0,227.0
دیدم,75.0,دیدم,151.0,226.0
دادم،,69.0,دادم،,157.0,226.0
طرف,75.0,طرف,149.0,224.0
رضایت,123.0,رضایت,100.0,223.0
بهش,77.0,بهش,146.0,223.0
میزان,112.0,میزان,110.0,222.0
میخواستم,92.0,میخواستم,130.0,222.0
کردند,80.0,کردند,142.0,222.0
ایرانی,91.0,ایرانی,131.0,222.0
خلاف,54.0,خلاف,167.0,221.0
بودن،,93.0,بودن،,128.0,221.0
کنین,103.0,کنین,118.0,221.0
بعضی,124.0,بعضی,97.0,221.0
خیس,58.0,خیس,163.0,221.0
غذارو,79.0,غذارو,141.0,220.0
هویج,94.0,هویج,126.0,220.0
خودش,90.0,خودش,130.0,220.0
رب,57.0,رب,163.0,220.0
ام,121.0,ام,99.0,220.0
نان‌ها,101.0,نان‌ها,119.0,220.0
تمیز,193.0,تمیز,26.0,219.0
قطعا,80.0,قطعا,138.0,218.0
درجه,133.0,درجه,85.0,218.0
مدت,113.0,مدت,104.0,217.0
مرغ‌ها,69.0,مرغ‌ها,148.0,217.0
میدادم,83.0,میدادم,134.0,217.0
جایگزین,77.0,جایگزین,140.0,217.0
نخورده,75.0,نخورده,142.0,217.0
حضوری,82.0,حضوری,134.0,216.0
مثلا,92.0,مثلا,124.0,216.0
جاش,57.0,جاش,159.0,216.0
امتیاز,79.0,امتیاز,136.0,215.0
۳۰,71.0,۳۰,143.0,214.0
ظاهر,69.0,ظاهر,145.0,214.0
گرمی,59.0,گرمی,155.0,214.0
میکردم,78.0,میکردم,136.0,214.0
بادمجان,81.0,بادمجان,132.0,213.0
نتونستم,30.0,نتونستم,183.0,213.0
فروشگاه,91.0,فروشگاه,122.0,213.0
میاد,76.0,میاد,136.0,212.0
مقداری,134.0,مقداری,78.0,212.0
دهی,155.0,دهی,56.0,211.0
عمرم,28.0,عمرم,182.0,210.0
خیار,86.0,خیار,124.0,210.0
لقمه,84.0,لقمه,126.0,210.0
کره,74.0,کره,135.0,209.0
نظیر,194.0,نظیر,15.0,209.0
اینه,119.0,اینه,90.0,209.0
امکان,90.0,امکان,119.0,209.0
بیف,90.0,بیف,118.0,208.0
میشه.,129.0,میشه.,79.0,208.0
بنظرم,128.0,بنظرم,79.0,207.0
خریدم,75.0,خریدم,132.0,207.0
هستش,108.0,هستش,98.0,206.0
لوبیا,75.0,لوبیا,131.0,206.0
بشه.,103.0,بشه.,103.0,206.0
ریختم,9.0,ریختم,197.0,206.0
دوغ,72.0,دوغ,134.0,206.0
اینجوری,64.0,اینجوری,141.0,205.0
آورد,121.0,آورد,83.0,204.0
اش,99.0,اش,105.0,204.0
جو,82.0,جو,122.0,204.0
منطقه,164.0,منطقه,40.0,204.0
شد،,71.0,شد،,133.0,204.0
ماسیده,21.0,ماسیده,182.0,203.0
ازشون,111.0,ازشون,92.0,203.0
می‌کنم,108.0,می‌کنم,95.0,203.0
ربع,77.0,ربع,125.0,202.0
حذف,73.0,حذف,129.0,202.0
مرتب,175.0,مرتب,27.0,202.0
خیارشور,70.0,خیارشور,132.0,202.0
جوری,58.0,جوری,143.0,201.0
نایلون,69.0,نایلون,132.0,201.0
چندین,62.0,چندین,139.0,201.0
میتونم,100.0,میتونم,101.0,201.0
شب,73.0,شب,128.0,201.0
احساس,83.0,احساس,118.0,201.0
وسط,72.0,وسط,129.0,201.0
لیست,77.0,لیست,123.0,200.0
ده,74.0,ده,126.0,200.0
میرسه,108.0,میرسه,92.0,200.0
شدیم,62.0,شدیم,138.0,200.0
بودید,103.0,بودید,97.0,200.0
عدم,37.0,عدم,162.0,199.0
شود.,97.0,شود.,102.0,199.0
نوشیدنی,68.0,نوشیدنی,130.0,198.0
تکه‌های,52.0,تکه‌های,146.0,198.0
مجموعه,126.0,مجموعه,72.0,198.0
احترام,112.0,احترام,86.0,198.0
دیگه‌ای,62.0,دیگه‌ای,136.0,198.0
بودین,94.0,بودین,103.0,197.0
عرض,96.0,عرض,101.0,197.0
نکرده,73.0,نکرده,124.0,197.0
رعایت,117.0,رعایت,79.0,196.0
مغز,89.0,مغز,107.0,196.0
زمانی,82.0,زمانی,114.0,196.0
مسیر,81.0,مسیر,114.0,195.0
آدرس,62.0,آدرس,133.0,195.0
نفره,81.0,نفره,114.0,195.0
طمع,100.0,طمع,94.0,194.0
باکیفیت,167.0,باکیفیت,27.0,194.0
طور,89.0,طور,105.0,194.0
زیتون,70.0,زیتون,123.0,193.0
رست,77.0,رست,116.0,193.0
قرمه,71.0,قرمه,122.0,193.0
ثابت,93.0,ثابت,99.0,192.0
منزل,77.0,منزل,115.0,192.0
پایینی,19.0,پایینی,173.0,192.0
شیک,110.0,شیک,81.0,191.0
شده،,55.0,شده،,135.0,190.0
خرد,66.0,خرد,124.0,190.0
پرس,53.0,پرس,137.0,190.0
پاکت,72.0,پاکت,118.0,190.0
ممنونم.,183.0,ممنونم.,7.0,190.0
فرنگی,64.0,فرنگی,125.0,189.0
بالای,59.0,بالای,130.0,189.0
متوجه,59.0,متوجه,130.0,189.0
دانمارکی,72.0,دانمارکی,116.0,188.0
بدید,76.0,بدید,111.0,187.0
کیفیت،,101.0,کیفیت،,86.0,187.0
غذاتون,104.0,غذاتون,82.0,186.0
دلستر,52.0,دلستر,134.0,186.0
بهداشتی,96.0,بهداشتی,90.0,186.0
عالى,174.0,عالى,12.0,186.0
سرو,80.0,سرو,106.0,186.0
محل,72.0,محل,112.0,184.0
خودتون,48.0,خودتون,136.0,184.0
کرد.,76.0,کرد.,107.0,183.0
دیزی,91.0,دیزی,91.0,182.0
تموم,60.0,تموم,122.0,182.0
دیگری,46.0,دیگری,136.0,182.0
۱۵,79.0,۱۵,102.0,181.0
وزن,56.0,وزن,125.0,181.0
معمولا,68.0,معمولا,112.0,180.0
دوستان,92.0,دوستان,88.0,180.0
درکل,124.0,درکل,56.0,180.0
مگه,66.0,مگه,114.0,180.0
وجه,20.0,وجه,160.0,180.0
سفارشی,40.0,سفارشی,140.0,180.0
شکر,57.0,شکر,122.0,179.0
داشتن,71.0,داشتن,108.0,179.0
زدن,47.0,زدن,132.0,179.0
ماه,57.0,ماه,122.0,179.0
کمه,105.0,کمه,73.0,178.0
بالاست,115.0,بالاست,63.0,178.0
قنادی,76.0,قنادی,101.0,177.0
نوتلا,45.0,نوتلا,132.0,177.0
محترمانه,153.0,محترمانه,24.0,177.0
یکبار,83.0,یکبار,94.0,177.0
چهار,71.0,چهار,106.0,177.0
درصد,52.0,درصد,124.0,176.0
گردو,68.0,گردو,108.0,176.0
سپاسگزارم,162.0,سپاسگزارم,14.0,176.0
بخورم,31.0,بخورم,145.0,176.0
سال,70.0,سال,105.0,175.0
خواستم,71.0,خواستم,104.0,175.0
ایندفعه,63.0,ایندفعه,112.0,175.0
برعکس,51.0,برعکس,124.0,175.0
موز,66.0,موز,109.0,175.0
هیچی,32.0,هیچی,143.0,175.0
تون,113.0,تون,61.0,174.0
برگ,47.0,برگ,127.0,174.0
بربری,58.0,بربری,116.0,174.0
توت,56.0,توت,117.0,173.0
افزایش,71.0,افزایش,102.0,173.0
شل,61.0,شل,112.0,173.0
بشدت,30.0,بشدت,143.0,173.0
گریل,77.0,گریل,96.0,173.0
کردیم,52.0,کردیم,120.0,172.0
پنج,64.0,پنج,108.0,172.0
ساندویچ‌ها,77.0,ساندویچ‌ها,95.0,172.0
ارائه,83.0,ارائه,89.0,172.0
خدمات,121.0,خدمات,51.0,172.0
خودشون,50.0,خودشون,121.0,171.0
نبود!,43.0,نبود!,128.0,171.0
ولى,82.0,ولى,89.0,171.0
دل,45.0,دل,126.0,171.0
مال,45.0,مال,126.0,171.0
گرون,71.0,گرون,99.0,170.0
نظرات,64.0,نظرات,106.0,170.0
توجهی,53.0,توجهی,116.0,169.0
منتظر,40.0,منتظر,129.0,169.0
کمیت,105.0,کمیت,64.0,169.0
میکنن,72.0,میکنن,97.0,169.0
پشیمون,35.0,پشیمون,134.0,169.0
تفاوت,51.0,تفاوت,117.0,168.0
علت,49.0,علت,119.0,168.0
چنین,40.0,چنین,128.0,168.0
ریز,52.0,ریز,116.0,168.0
فراوان,114.0,فراوان,53.0,167.0
نمیداد,53.0,نمیداد,114.0,167.0
نداشتن,61.0,نداشتن,106.0,167.0
میکنید,62.0,میکنید,105.0,167.0
کردید,66.0,کردید,101.0,167.0
غذا‌ها,82.0,غذا‌ها,85.0,167.0
خوشمزه.,165.0,خوشمزه.,1.0,166.0
…..,59.0,…..,107.0,166.0
نذاشته,65.0,نذاشته,101.0,166.0
اولا,28.0,اولا,137.0,165.0
میکس,84.0,میکس,81.0,165.0
بیست,70.0,بیست,95.0,165.0
کیفیتی,50.0,کیفیتی,115.0,165.0
ضمنا,48.0,ضمنا,116.0,164.0
دومین,56.0,دومین,108.0,164.0
دارن,80.0,دارن,84.0,164.0
باره,53.0,باره,111.0,164.0
بدتر,9.0,بدتر,155.0,164.0
آخر,36.0,آخر,128.0,164.0
پوست,49.0,پوست,114.0,163.0
صبحانه,66.0,صبحانه,97.0,163.0
تنوری,91.0,تنوری,72.0,163.0
هفته,33.0,هفته,130.0,163.0
سابق,34.0,سابق,128.0,162.0
براتون,48.0,براتون,114.0,162.0
خوب،,143.0,خوب،,19.0,162.0
زحمت,77.0,زحمت,85.0,162.0
دیگ,53.0,دیگ,109.0,162.0
عزیز,108.0,عزیز,54.0,162.0
ساندویج,49.0,ساندویج,112.0,161.0
کبابی,76.0,کبابی,85.0,161.0
کنند,71.0,کنند,90.0,161.0
پلاستیکی,73.0,پلاستیکی,88.0,161.0
انار,73.0,انار,88.0,161.0
کنارش,95.0,کنارش,65.0,160.0
نداشته,51.0,نداشته,109.0,160.0
چلو,82.0,چلو,78.0,160.0
پرسنل,135.0,پرسنل,24.0,159.0
کشک,67.0,کشک,92.0,159.0
مسافت,93.0,مسافت,66.0,159.0
تولید,61.0,تولید,97.0,158.0
باقی,99.0,باقی,59.0,158.0
تاسف,8.0,تاسف,150.0,158.0
باشه،,76.0,باشه،,82.0,158.0
کیفیت.,75.0,کیفیت.,83.0,158.0
میدن,58.0,میدن,100.0,158.0
قاطی,44.0,قاطی,114.0,158.0
فک,62.0,فک,95.0,157.0
واقعی,67.0,واقعی,90.0,157.0
اسپایسی,61.0,اسپایسی,96.0,157.0
باری,45.0,باری,112.0,157.0
مشکلی,106.0,مشکلی,51.0,157.0
راه,66.0,راه,90.0,156.0
خوشمزه،,151.0,خوشمزه،,4.0,155.0
ازین,51.0,ازین,104.0,155.0
املت,53.0,املت,102.0,155.0
ترکی,44.0,ترکی,110.0,154.0
شیرینی‌تر,47.0,شیرینی‌تر,107.0,154.0
وگرنه,81.0,وگرنه,73.0,154.0
نخواهم,11.0,نخواهم,143.0,154.0
۴۰,34.0,۴۰,120.0,154.0
اشتباهی,50.0,اشتباهی,103.0,153.0
اسمش,39.0,اسمش,114.0,153.0
بهتری,76.0,بهتری,77.0,153.0
هرچی,49.0,هرچی,104.0,153.0
ادب,78.0,ادب,75.0,153.0
هاتون,85.0,هاتون,68.0,153.0
حلیم,66.0,حلیم,87.0,153.0
داره.,88.0,داره.,65.0,153.0
تازگی,99.0,تازگی,54.0,153.0
هستم.,79.0,هستم.,73.0,152.0
قوطی,48.0,قوطی,104.0,152.0
کاری,50.0,کاری,102.0,152.0
حالی,31.0,حالی,121.0,152.0
مجدد,32.0,مجدد,120.0,152.0
سسش,76.0,سسش,76.0,152.0
بادام,49.0,بادام,103.0,152.0
جایی,61.0,جایی,90.0,151.0
ناپلئونی,45.0,ناپلئونی,106.0,151.0
بالاتر,62.0,بالاتر,89.0,151.0
تایم,96.0,تایم,55.0,151.0
کنیم,61.0,کنیم,89.0,150.0
پاره,30.0,پاره,120.0,150.0
دوبار,43.0,دوبار,107.0,150.0
انقد,39.0,انقد,111.0,150.0
احتمالا,36.0,احتمالا,114.0,150.0
بموقع,134.0,بموقع,16.0,150.0
هماهنگی,42.0,هماهنگی,108.0,150.0
پیتزاهای,78.0,پیتزاهای,71.0,149.0
مقایسه,46.0,مقایسه,103.0,149.0
مهم,62.0,مهم,87.0,149.0
خوشم,84.0,خوشم,65.0,149.0
نداره.,62.0,نداره.,87.0,149.0
کف,35.0,کف,114.0,149.0
برکت,128.0,برکت,20.0,148.0
قیمت‌ها,83.0,قیمت‌ها,65.0,148.0
درسته,49.0,درسته,99.0,148.0
علاوه,29.0,علاوه,119.0,148.0
راضیم,136.0,راضیم,12.0,148.0
قدری,32.0,قدری,115.0,147.0
نیز,67.0,نیز,80.0,147.0
اصلی,58.0,اصلی,89.0,147.0
بندری,44.0,بندری,102.0,146.0
پولی,30.0,پولی,116.0,146.0
تعجب,38.0,تعجب,108.0,146.0
قلم,39.0,قلم,107.0,146.0
سیگار,27.0,سیگار,119.0,146.0
اورده,32.0,اورده,114.0,146.0
غذا،,69.0,غذا،,76.0,145.0
بدین,61.0,بدین,84.0,145.0
خلاصه,47.0,خلاصه,98.0,145.0
نبودن,40.0,نبودن,105.0,145.0
ندارید,36.0,ندارید,109.0,145.0
بود!!!,37.0,بود!!!,107.0,144.0
کوچه,47.0,کوچه,97.0,144.0
لایه,26.0,لایه,118.0,144.0
نبودم.,15.0,نبودم.,129.0,144.0
اقلام,74.0,اقلام,70.0,144.0
مزه‌ای,23.0,مزه‌ای,121.0,144.0
یکساعت,40.0,یکساعت,104.0,144.0
میگیرم,60.0,میگیرم,83.0,143.0
میتونست,112.0,میتونست,31.0,143.0
طبخ,69.0,طبخ,73.0,142.0
خوبتون,138.0,خوبتون,4.0,142.0
چقدر,82.0,چقدر,60.0,142.0
تارت,44.0,تارت,98.0,142.0
زرد,44.0,زرد,98.0,142.0
۵۰,37.0,۵۰,105.0,142.0
بستنی‌ها,45.0,بستنی‌ها,97.0,142.0
غدا,62.0,غدا,79.0,141.0
نیست،,55.0,نیست،,86.0,141.0
خوب.,129.0,خوب.,12.0,141.0
موادش,61.0,موادش,80.0,141.0
سلیقه,84.0,سلیقه,57.0,141.0
کالا,63.0,کالا,78.0,141.0
ذره,58.0,ذره,83.0,141.0
سیخ,39.0,سیخ,102.0,141.0
اماده,53.0,اماده,88.0,141.0
عمل,88.0,عمل,53.0,141.0
باتشکر,104.0,باتشکر,37.0,141.0
نیستم,26.0,نیستم,115.0,141.0
طعمی,42.0,طعمی,98.0,140.0
بخش,76.0,بخش,64.0,140.0
بدن,44.0,بدن,96.0,140.0
لازم,49.0,لازم,91.0,140.0
قهوه,52.0,قهوه,88.0,140.0
نداشتم.,38.0,نداشتم.,102.0,140.0
خونه,54.0,خونه,86.0,140.0
ندارم,51.0,ندارم,89.0,140.0
سازی,65.0,سازی,74.0,139.0
شدم.,55.0,شدم.,83.0,138.0
مهمون,26.0,مهمون,112.0,138.0
میوه‌ها,81.0,میوه‌ها,57.0,138.0
خوشمزه‌ای,119.0,خوشمزه‌ای,19.0,138.0
پلاسیده,29.0,پلاسیده,109.0,138.0
مردم,21.0,مردم,117.0,138.0
برا,52.0,برا,86.0,138.0
می‌داد,24.0,می‌داد,113.0,137.0
هستن,83.0,هستن,54.0,137.0
۶,41.0,۶,96.0,137.0
ان,54.0,ان,82.0,136.0
توسط,43.0,توسط,93.0,136.0
معمول,78.0,معمول,58.0,136.0
رستوران‌های,62.0,رستوران‌های,74.0,136.0
یخچال,15.0,یخچال,120.0,135.0
پسته,49.0,پسته,86.0,135.0
میشد.,77.0,میشد.,58.0,135.0
باکس,74.0,باکس,61.0,135.0
اورد,70.0,اورد,64.0,134.0
استخوان,43.0,استخوان,91.0,134.0
کاغذی,70.0,کاغذی,64.0,134.0
باقلوا,42.0,باقلوا,92.0,134.0
داریم,55.0,داریم,78.0,133.0
نشه,74.0,نشه,59.0,133.0
شه,65.0,شه,68.0,133.0
کردم.,60.0,کردم.,73.0,133.0
کیفت,53.0,کیفت,80.0,133.0
فرستادین,40.0,فرستادین,93.0,133.0
بیاد,41.0,بیاد,91.0,132.0
هنگام,55.0,هنگام,77.0,132.0
دقیقه‌ای,63.0,دقیقه‌ای,69.0,132.0
مهمان,28.0,مهمان,104.0,132.0
رسیده,45.0,رسیده,87.0,132.0
خانواده,41.0,خانواده,90.0,131.0
موندگی,15.0,موندگی,116.0,131.0
سوم,32.0,سوم,99.0,131.0
اهمیت,71.0,اهمیت,60.0,131.0
زدم,22.0,زدم,109.0,131.0
اتفاق,33.0,اتفاق,98.0,131.0
ایتالیایی,76.0,ایتالیایی,55.0,131.0
سبز,66.0,سبز,64.0,130.0
کاغذ,41.0,کاغذ,89.0,130.0
رستوران‌ها,58.0,رستوران‌ها,72.0,130.0
چندمین,47.0,چندمین,83.0,130.0
علیرغم,28.0,علیرغم,102.0,130.0
دارد,46.0,دارد,84.0,130.0
خوردم.,51.0,خوردم.,79.0,130.0
نکنید,45.0,نکنید,85.0,130.0
بمونه,120.0,بمونه,9.0,129.0
اعتماد,27.0,اعتماد,102.0,129.0
جلوی,21.0,جلوی,108.0,129.0
جالبی,65.0,جالبی,64.0,129.0
میدیم,40.0,میدیم,89.0,129.0
سفارش‌ها,77.0,سفارش‌ها,51.0,128.0
کنم.,58.0,کنم.,70.0,128.0
پایین‌تر,33.0,پایین‌تر,95.0,128.0
قشنگ,46.0,قشنگ,82.0,128.0
ستاره,73.0,ستاره,55.0,128.0
عجیب,34.0,عجیب,94.0,128.0
همراهش,79.0,همراهش,49.0,128.0
نحوه,63.0,نحوه,64.0,127.0
سایر,38.0,سایر,89.0,127.0
فرستادن.,38.0,فرستادن.,89.0,127.0
بود!!,38.0,بود!!,89.0,127.0
باسلام,64.0,باسلام,63.0,127.0
نباشه,64.0,نباشه,63.0,127.0
دارید,50.0,دارید,76.0,126.0
خبری,19.0,خبری,107.0,126.0
۴۵,30.0,۴۵,95.0,125.0
میتونه,74.0,میتونه,51.0,125.0
زور,16.0,زور,109.0,125.0
موضوع,37.0,موضوع,88.0,125.0
خواهش,47.0,خواهش,78.0,125.0
بنظر,56.0,بنظر,69.0,125.0
علی,43.0,علی,81.0,124.0
عکسش,51.0,عکسش,73.0,124.0
میگم,63.0,میگم,61.0,124.0
قدیمی,40.0,قدیمی,84.0,124.0
راحت,79.0,راحت,45.0,124.0
جاهای,56.0,جاهای,68.0,124.0
درج,33.0,درج,91.0,124.0
کردین,51.0,کردین,72.0,123.0
پرتقال,51.0,پرتقال,72.0,123.0
داشتم.,74.0,داشتم.,48.0,122.0
نیاز,54.0,نیاز,68.0,122.0
کبابش,57.0,کبابش,65.0,122.0
جدید,72.0,جدید,50.0,122.0
آلفردو,54.0,آلفردو,68.0,122.0
قید,38.0,قید,84.0,122.0
واقع,34.0,واقع,88.0,122.0
پوره,68.0,پوره,54.0,122.0
تعریف,51.0,تعریف,71.0,122.0
نیمه,30.0,نیمه,91.0,121.0
سبک,96.0,سبک,25.0,121.0
سایت,36.0,سایت,85.0,121.0
رستورانی,44.0,رستورانی,77.0,121.0
جهت,38.0,جهت,82.0,120.0
ممکن,46.0,ممکن,74.0,120.0
فاجعه,7.0,فاجعه,113.0,120.0
ندارن,45.0,ندارن,75.0,120.0
بگیرم,40.0,بگیرم,80.0,120.0
میشم,79.0,میشم,41.0,120.0
فرستادید,38.0,فرستادید,81.0,119.0
فرستادند,31.0,فرستادند,88.0,119.0
پیتزا‌ها,53.0,پیتزا‌ها,66.0,119.0
رایگان,67.0,رایگان,52.0,119.0
تصویر,38.0,تصویر,81.0,119.0
ظاهرا,37.0,ظاهرا,82.0,119.0
سحر,46.0,سحر,72.0,118.0
عطر,93.0,عطر,25.0,118.0
بیکن,58.0,بیکن,60.0,118.0
تیکه‌های,29.0,تیکه‌های,88.0,117.0
کاهش,35.0,کاهش,82.0,117.0
نانوایی,66.0,نانوایی,51.0,117.0
ادم,36.0,ادم,81.0,117.0
گرفت,42.0,گرفت,75.0,117.0
بادمجون,45.0,بادمجون,72.0,117.0
عین,46.0,عین,70.0,116.0
میره,36.0,میره,80.0,116.0
سطح,43.0,سطح,73.0,116.0
ذرت,35.0,ذرت,81.0,116.0
تک,65.0,تک,50.0,115.0
دیده,23.0,دیده,92.0,115.0
موجودی,38.0,موجودی,77.0,115.0
مزش,64.0,مزش,51.0,115.0
دیروز,25.0,دیروز,90.0,115.0
شون,70.0,شون,45.0,115.0
ترشی,47.0,ترشی,68.0,115.0
تهران,87.0,تهران,28.0,115.0
بعدی,52.0,بعدی,63.0,115.0
عالیه.,104.0,عالیه.,11.0,115.0
میکرد,42.0,میکرد,72.0,114.0
داد.,56.0,داد.,58.0,114.0
/,40.0,/,74.0,114.0
",",47.0,",",67.0,114.0
خیلیییی,52.0,خیلیییی,62.0,114.0
خیلییی,47.0,خیلییی,66.0,113.0
بیارن,37.0,بیارن,76.0,113.0
٢,26.0,٢,87.0,113.0
خوشمزه‌تر,85.0,خوشمزه‌تر,28.0,113.0
نفرستاده,44.0,نفرستاده,69.0,113.0
مطلوب,66.0,مطلوب,47.0,113.0
همیشه.,105.0,همیشه.,8.0,113.0
لطف,63.0,لطف,49.0,112.0
گرفتیم,28.0,گرفتیم,84.0,112.0
ملات,69.0,ملات,43.0,112.0
میشود,52.0,میشود,60.0,112.0
جواب,34.0,جواب,78.0,112.0
گران,51.0,گران,61.0,112.0
نشد.,19.0,نشد.,92.0,111.0
پاک,24.0,پاک,87.0,111.0
هست،,52.0,هست،,59.0,111.0
میگه,16.0,میگه,94.0,110.0
نصفش,19.0,نصفش,91.0,110.0
فرانسوی,47.0,فرانسوی,63.0,110.0
ناقص,17.0,ناقص,93.0,110.0
ترکیب,56.0,ترکیب,54.0,110.0
دونات,56.0,دونات,54.0,110.0
شیرینی‌های,40.0,شیرینی‌های,70.0,110.0
کیلویی,34.0,کیلویی,76.0,110.0
خواهشا,54.0,خواهشا,56.0,110.0
جلو,19.0,جلو,91.0,110.0
ایراد,64.0,ایراد,46.0,110.0
دوس,76.0,دوس,34.0,110.0
داغون,14.0,داغون,96.0,110.0
عملا,18.0,عملا,92.0,110.0
خاص,72.0,خاص,37.0,109.0
پنیری,35.0,پنیری,74.0,109.0
هستند,62.0,هستند,47.0,109.0
جمع,27.0,جمع,82.0,109.0
خنک,61.0,خنک,48.0,109.0
آیس,32.0,آیس,77.0,109.0
عاااالی,105.0,عاااالی,4.0,109.0
میل,38.0,میل,70.0,108.0
امشب,36.0,امشب,72.0,108.0
بالایی,40.0,بالایی,68.0,108.0
برد,42.0,برد,66.0,108.0
سفارش‌های,41.0,سفارش‌های,67.0,108.0
اخرین,6.0,اخرین,102.0,108.0
ادامه,87.0,ادامه,20.0,107.0
هستیم,64.0,هستیم,43.0,107.0
تازه،,97.0,تازه،,10.0,107.0
انداختم,4.0,انداختم,103.0,107.0
متأسفانه,32.0,متأسفانه,75.0,107.0
طرز,30.0,طرز,77.0,107.0
آبکی,24.0,آبکی,82.0,106.0
ندیده,24.0,ندیده,82.0,106.0
روغنی,25.0,روغنی,81.0,106.0
کیفیت‌ترین,19.0,کیفیت‌ترین,87.0,106.0
