words,labele
اصل,20
کند,20
میده.,20
غالب,20
خوبشون,20
دمای,20
داری,20
فرد,20
پیتزاهایی,20
حسن,20
بیارید,20
میدونم,20
معنای,20
شله,20
هیچوقت,20
نوستالژی,20
گرفتم،,20
مدتی,20
رفتم,20
مینی,20
نباشین,20
عالین,20
the,20
اعمال,20
زردچوبه,20
نارگیلی,20
بجاش,20
وجه,20
رستوران،,20
انگیز,20
قیفی,20
نشه.,20
داغه,20
نرمال,20
کره‌ای,20
باشه!,20
فویل,20
کوفته,20
کمى,19
لبنیات,19
خانگی,19
وسطش,19
خبری,19
in,19
مرطوب,19
فراهم,19
پیک،,19
حیفه,19
چیه,19
هیجان,19
وظیفه,19
اونقدر,19
ادرس,19
کیفیت‌ترین,19
طالبی,19
ابتدا,19
ارسال.,19
ارسال،,19
چندبار,19
گوش,19
بوده،,19
بودولی,19
بیسکویت,19
پختش,19
دارید.,19
می‌بود,19
بودیم،,19
لذیذ.,19
کرده.,19
انتظارم,19
بگیره,19
روزی,19
دارم،,19
پایینی,19
مچکرم,19
رقیق,19
میدین,19
متریال,19
دادند.,19
نصفه,19
نصفش,19
خوردنش,19
نمیکنه,19
آرد,19
عدس,19
عدسی,19
میاره,19
مشتریشون,19
کدو,19
نکنه،,19
نام,19
فالوده,19
پیک‌ها,19
کنم،,19
نکنید.,19
"بود,",19
نشد.,19
صرفا,19
صحبت,19
کراکف,19
رسانی,19
مربوط,19
تاحالا,19
بله,19
پیکم,19
نقل,19
کلام,19
جلو,19
کاکائویی,19
ایه,19
بطور,19
آنلاین,19
بعدا,19
قبلش,19
تکرار,19
اقتصادی,19
اخر,19
ندارین,19
نداره،,19
بریزید,19
بفرستن,19
نداریم,19
بارم,19
پیتزاهاتون,19
ظرفش,19
بارها,19
سفارشمون,19
وسایل,19
پیاده,19
کارامل,19
مابقی,18
باهم,18
قائل,18
میزنن,18
قیمت.,18
اولم,18
فلفلی,18
عذرخواهی,18
خییییلی,18
وخوش,18
مقصد,18
مک,18
بووود,18
خرما,18
فود،,18
میفرستن,18
بعدش,18
ندارند,18
اومد،,18
عددی,18
اومدن,18
رنگش,18
می‌دم,18
جبران,18
محیط,18
لیتری,18
az,18
بالا،,18
العادس,18
کنیم.,18
می‌کنه,18
بررسی,18
مسئولیت,18
کلوچه,18
براشون,18
عکسی,18
میوه‌ای,18
پپسی,18
هستی,18
بود‌.,18
کرفس,18
تحویل،,18
مشخصه,18
قند,18
داشت!,18
۵۰۰,18
کوتاهی,18
گذاشتین,18
مودب.,18
شدید,18
بزنه,18
ایرادش,18
نیاورد,18
عملا,18
سوپش,18
دانه,18
نونی,18
بردن,18
مدت‌ها,18
چى,18
آبلیمو,18
تایی,18
کردید.,18
می‌باشد,18
طی,18
پیتزا،,18
رساندن,18
حرکت,18
امد,18
شخصا,18
موردی,18
دلمه‌ای,18
بقیش,18
کارتن,18
سوختگی,18
مریزاد,18
فشار,18
گرمتر,18
حدودی,18
قیمتشم,18
ندیدم,18
شکری,17
کیک‌های,17
عالیتون,17
زولبیا,17
شد!,17
خوبتون.,17
می‌رسید,17
فرمایید,17
غذام,17
سوراخ,17
سوخاری‌های,17
صورتیکه,17
خریداری,17
ایستک,17
انداخته,17
پیام,17
میرزا,17
کشمش,17
رفع,17
میگرفتم,17
هشت,17
لحظه,17
فاصله‌ی,17
بااینکه,17
بزارین,17
بروز,17
تذکر,17
شده!,17
نمیده,17
سردی,17
وکیفیت,17
نانش,17
اخیر,17
تحویلش,17
درستی,17
مى,17
دوره,17
قهوه‌ای,17
راد,17
ناقص,17
بسیارعالی,17
بفرمایید.,17
ساندویچی,17
فوقالعاده,17
بگیرن,17
فرقی,17
شخصی,17
کنتاکی,17
دورچینش,17
کیفیته,17
کشیدن,17
نیاوردن,17
الکی,17
وا,17
مامور,17
بدیم,17
بخوره,17
جات,17
بس,17
چنجه,17
هام,17
تصور,17
نکردن,17
١٠,17
هالوپ-ن-,17
میشود.,17
کیفی,17
انتقادی,17
میرفت,17
منم,17
حالیکه,17
گرون‌تر,17
دیش,17
می‌خواستم,17
قدردانی,17
باشم,17
دفه,17
پیتزا.,17
اپلیکیشن,17
یادتون,17
نیازی,17
میگه,16
بود-,16
تأخیر,16
آلو,16
میرزاقاسمی,16
سانت,16
دیدار,16
نداشت!,16
نگاه,16
تکون,16
مافین,16
تیرامیسو,16
vali,16
باشد،,16
رستوران.,16
میدم،,16
شاتوت,16
جمله,16
تن,16
نمیدم,16
برخی,16
بشن,16
خورد.,16
اشکال,16
سمت,16
تابه‌ای,16
مخصوصش,16
آیتم,16
اتفاقی,16
فیش,16
منحصر,16
شدیم.,16
محصولی,16
متفاوتی,16
استاندارد,16
میگن,16
همسرم,16
آنقدر,16
نیس,16
موند,16
خوشحال,16
لادن,16
بدک,16
اکبرجوجه,16
معنی,16
دهن,16
تومنی,16
معطر,16
فراوان.,16
باماهاس,16
خییلی,16
جوسی,16
شعبه‌های,16
درون,16
آویشن,16
ghaza,16
دارای,16
مرسى,16
وداغ,16
امکانش,16
بارون,16
میکردین,16
حرفی,16
فرستادند.,16
آفرین,16
۲۰۰,16
شناس,16
خامش,16
یادداشت,16
کاله,16
ام.,16
نقطه,16
محصولاتتون,16
شباهتی,16
تقصیر,16
خاک,16
نرسیده,16
چینش,16
کترینگ,16
هایپر,16
بچه‌ها,16
یادم,16
کیکی,16
نقدی,16
بکنید,16
تنور,16
گذاشتید,16
کجا,16
ازت,16
چسبید.,16
ظهر,16
رولت‌ها,16
٢٠,16
مبین,16
شش,16
زور,16
معدنی,16
درضمن,16
رغم,16
نخوردم,16
دونات‌ها,16
شربت,16
باشیم,16
سینی,15
رویال,15
بدم.,15
معرفی,15
هرروز,15
موندگی,15
چطوری,15
کلفت,15
بدستمان,15
داشتنی,15
غذاهایی,15
داشتند.,15
می‌ارزید,15
دارن.,15
چقد,15
میگیرم.,15
لااقل,15
گویا,15
هیولا,15
هزارتومن,15
اسرع,15
یخورده,15
جزئیات,15
اسنپفود,15
یخچال,15
فودی,15
سفارشمو,15
خیلیی,15
انشاالله,15
اسنپ‌فود,15
العاده،,15
جعبه‌ها,15
دیگش,15
برایم,15
بکار,15
بخوریم,15
بک,15
نمیاد,15
بورانی,15
خوشمره,15
روزهای,15
ریختن,15
شیرمال,15
تغییری,15
نیاد,15
سانتی,15
فروشنده,15
مهدی,15
باور,15
سختی,15
باد,15
ترتیب,15
دلخواه,15
میزد.,15
عسل,15
اوقات,15
زودم,15
باحال,15
دردنکنه,15
کوکتل,15
جوجش,15
غلیظ,15
تخفیفات,15
دلپذیر,15
شخصه,15
تحت,15
مارگاریتا,15
کرانچی,15
تبدیل,15
ترد‌تر,15
راجع,15
مثال,15
نکنم,15
وقته,15
توضیحاتم,15
هندوانه,15
عالى،,15
تولد,15
گرونتر,15
آوردن،,15
۲۴,15
فشرده,15
منظور,15
(که,15
…!,15
ساختمان,15
kheili,15
اصلن,15
بعنوان,15
گرچه,15
میدادم.,15
چیزفود,15
قاسمی,15
راحتی,15
شود،,15
ازتون.,15
نمیکنن,15
نگم,15
نیست!,15
بفرستین,15
بطری,15
خوبن,15
بتونیم,15
نوشابه‌ها,15
پرسی,15
خودشو,15
بزنن,15
طعمشو,15
نگران,15
جم,15
میکردن,15
آیا,15
دوستانی,15
برده,15
نمیداد.,15
مناسبه.,15
کلیه,15
داشتید,15
صدر,15
خواست,15
طعمشون,15
ازشما,15
۷۰,15
نبودم.,15
کلاسیک,15
دیگی,14
دادین,14
نمی‌کردم,14
داغون,14
کرنبری,14
هاست,14
شروع,14
کم‌تر,14
and,14
بوکا,14
می‌کنند,14
بمب,14
۲۰۰۰,14
۳۰۰,14
معمولی.,14
۲.,14
معدود,14
بفرستید.,14
منوتون,14
برقرار,14
اصول,14
لانجین,14
بودین.,14
بهرحال,14
دون,14
غذا‌های,14
نمونه,14
ذائقه,14
پیتزارو,14
شم,14
پرورده,14
بمونید.,14
فاقد,14
کنی,14
لذیذ،,14
پپرونیش,14
بزرگی,14
نهایتا,14
فسنجون,14
الفردو,14
بودم!,14
کنید!,14
بلافاصله,14
برسد,14
دونفر,14
رسیدنش,14
نوشیدنی‌ها,14
برگرلند,14
میدادن,14
لاریسا,14
کرمی,14
برخوردشون,14
۱۱,14
غذاى,14
خوشمزه..,14
تصمیم,14
گودا,14
چیکار,14
کرد،,14
خارجی,14
کیفیتشم,14
عالییییییی,14
خوردم،,14
تمیز.,14
هوس,14
اى,14
ادویه‌ای,14
هستیم.,14
چهارم,14
کردن،,14
لیمویی,14
هیچکدوم,14
قسمتی,14
بازار,14
اخه,14
ریخت,14
حجم،,14
استخون,14
نظیر.,14
میکنم،,14
زمانبندی,14
طمعش,14
نرم‌تر,14
زنجیره‌ای,14
همکاری,14
خرده,14
زیبایی,14
میزارید,14
کی,14
زیست,14
زمین,14
آبمیوه‌ها,14
میزارن,14
مقوایی,14
وقتا,14
صبر,14
آروستو,14
خداروشکر,14
عجب,14
اونجا,14
بالاتری,14
میکنند,14
نرسید,14
زمانش,14
خامی,14
خوش‌طعم,14
ریش,14
سرد.,14
ماری,14
نفری,14
نبود..,14
کامل.,14
ممنون:),14
بگید,14
پارچه‌ای,14
اندکی,14
ایس,14
سرما,14
ندادم,14
عاااااااالی,14
سزارش,14
ظرفی,14
پارک,14
شیرنی,14
جمعه,14
واقعأ,14
گاردینو,14
میذارن,14
تیره,14
تکمیل,14
خیلیییییی,14
مسئول,14
البالو,13
میکنن.,13
دنیش,13
دستمون.,13
ساعتی,13
بهبود,13
پیشنهادی,13
شمع,13
سری‌های,13
شمس,13
معطل,13
(با,13
…و,13
ke,13
نکردم.,13
تحویلی,13
‌.,13
گذاشتم,13
۱۵۰۰,13
قطعات,13
تر,13
نزدیکه,13
جایزه,13
عذا,13
جاهایی,13
شام,13
…ولی,13
وممنون,13
نمی‌شد,13
دونفره,13
نریخته,13
بهترین‌ها,13
کله,13
جعبه‌های,13
تلاش,13
متشخص,13
۱۸,13
میشه!,13
خاطره,13
ننوشته,13
دمش,13
نداشتم،,13
میکردیم,13
طعم‌های,13
اخیرا,13
بزارید.,13
بقیه‌ی,13
پیتزاشون,13
دیگران,13
عالی؛,13
مطلوبی,13
طلایی,13
آنها,13
احتمال,13
گرسنه,13
بفرستند,13
میشیم,13
الی,13
نودل,13
آوردند.,13
…خیلی,13
مرغی,13
مشاهده,13
شعب,13
بمونین,13
نونا,13
مطبوع,13
کاهو‌ها,13
طرح,13
می‌کردم,13
لازمه,13
سالادی,13
برگراتور,13
ار,13
طرفدار,13
اوردین,13
اپ,13
گردن,13
پیروز,13
ذره‌ای,13
ژله,13
هی,13
واقعا،,13
تندش,13
پنه,13
فیلیپر,13
پاگشا,13
باکیفیت.,13
١,13
بیشترش,13
٤,13
گوسفندی,13
۶۰,13
پرتقالی,13
اشاره,13
اسانسور,13
نشود,13
مون,13
سویا,13
اشترودل,13
لند,13
پرداختی,13
زعفرانی,13
انگور,13
دبل,13
نیستن,13
یذره,13
رسیدن.,13
خوشمزتون,13
هاى,13
خیییییلی,13
۴تا,13
رو.,13
۴۰۰۰,13
گیری,13
گیر,13
می‌باشد.,13
روژان,13
میدونستم,13
رویه,13
بدترین,13
خوش‌مزه,13
براونی,13
خوشمزه!,13
شوری,13
پی,13
صف,13
بود،،,13
مرتبه,13
نشان,13
اوردند,13
درش,13
نشاط,13
زیاد،,12
کاردی,12
مدلی,12
کمبو,12
دیشب,12
دارند.,12
کارم,12
مطمئنا,12
قبل،,12
آدامس,12
۵۰۰۰,12
طوریکه,12
لطفتون,12
کم.,12
گونه,12
دودی,12
وخوب,12
سنگینی,12
جویی,12
تردی,12
کاسته,12
و..,12
فردی,12
میخورم,12
غضروف,12
خرمایی,12
میخرم,12
همینجا,12
سبد,12
مقابل,12
کاکائو,12
دار‌تر,12
مبارک,12
انصاف,12
سبزیجاتش,12
۳۵,12
نمکی,12
بارن,12
جوجه‌اش,12
شکلی,12
برگشت,12
بگین,12
همکاران,12
۴۰۰,12
پرچرب,12
پاپا,12
دوما,12
ظرف‌های,12
چرب‌تر,12
اسنب,12
کردین.,12
اینقد,12
سفارش.,12
دومینوز,12
ا,12
بسته‌های,12
شگفت,12
میهن,12
نباشه.,12
ن,12
بدین.,12
پایین.,12
می‌دادم,12
(البته,12
بگذارید.,12
قوت.,12
بدن.,12
ناگت,12
اثری,12
میکنید.,12
هردفعه,12
نحو,12
khub,12
نتیجه,12
قراره,12
وجدان,12
آی,12
میدی,12
پایینتر,12
بزنین,12
میتونید,12
پاسخ,12
والا,12
کنجدش,12
نداشتیم,12
زحمتکش,12
میرفتم,12
ضد,12
بتونید,12
امریکایی,12
ba,12
خرج,12
رسوند.,12
کسری,12
باشی,12
سوپریم,12
بخشی,12
پیکها,12
فسنجان,12
قشنگی,12
گرم‌تر,12
نوشتن,12
تعطیل,12
انگاری,12
خوبى,12
کنسرو,12
همسایه,12
نونوایی,12
نگرفته,12
تاریخش,12
^,12
بودن!,12
اونها,12
میزاره,12
kheyli,12
درک,12
ینی,12
نشده.,12
خوراکی,12
درباره,12
بهتره،,12
خامه‌اش,12
ساز,12
ذوقم,12
ساندویچ،,12
تند‌تر,12
بینظیره,12
تعدادش,12
to,12
فریزر,12
کوچکترین,12
طعمشم,12
است!,12
چپه,12
ماشین,12
میز,12
بردیم.,12
لای,12
پیتزا‌های,12
دمت,12
ضرر,12
بینی,12
awli,12
فدای,12
بردم،,12
قلمکار,11
مطابقت,11
رستورانا,11
(به,11
۸۰,11
شاهد,11
سفارشهای,11
زندگی,11
نفهمیدم,11
اوایل,11
…هم,11
پیامک,11
۳تا,11
مداریتون,11
سفارشای,11
سفارشام,11
موادی,11
مشکلش,11
.,11
فودم,11
زهم,11
نعنا,11
بدهید,11
قوی,11
باوجود,11
پیکهای,11
انتخابم,11
نظم,11
شدم،,11
رگا,11
دیواره,11
باشند.,11
چدار,11
نارضایتی,11
چجوری,11
کاراملی,11
نریزید,11
زیادتر,11
۳۰۰۰,11
انعام,11
نزده,11
دیگه.,11
چیزها,11
باشه..,11
برخورد.,11
می‌کنه.,11
میتوانست,11
مزه،,11
بردارید,11
مزمز,11
ناموجود,11
مشتری.,11
چاشنی,11
راحت‌تر,11
نخواهم,11
قارچ‌ها,11
مشخصات,11
باحالی,11
نمی‌ارزه,11
سالادها,11
ندادن,11
۲۰دقیقه,11
…اما,11
میاد.,11
سالادهای,11
کاهوش,11
قضیه,11
نباشی,11
بسیااااار,11
کنده,11
بهمون,11
میدادیم,11
متوسطی,11
آلومینیومی,11
می‌داد.,11
درخواستم,11
بوددد,11
تمیزی,11
کنسل,11
نکشید,11
حلقه‌ای,11
یهو,11
دامداران,11
حین,11
نیاورده,11
خ,11
داغی,11
گرمای,11
طعمه,11
حساسیت,11
گرمه,11
احسنت,11
اعلامی,11
توپ,11
می‌رسه,11
جون,11
اعتبار,11
احتیاط,11
بهار,11
تولیدش,11
گردید.,11
آمد.,11
شناسی,11
واسنپ,11
پفک,11
میکردم.,11
ممنونیم,11
دستش,11
میکردند,11
تواضع,11
داشتیم.,11
پذیر,11
شلوغی,11
هستید،,11
کوکاکولا,11
تحسین,11
تجربه‌ی,11
هست!,11
ماهشام,11
منتهی,11
همواره,11
خواهید,11
بی‌نظیر,11
پا,11
ماکروفر,11
هفته‌ای,11
ازینکه,11
همبرگرش,11
صابون,11
خوردم!,11
خودشان,11
همانطور,11
میذاشتید,11
تخفیفش,11
غرب,11
ارسالتون,11
تعدادی,11
ول,11
اسپ-ن-,11
بود‌,11
پایینه,11
اسنپ.,11
بوووود,11
بپزه,11
خدماتتون,11
مبلغش,11
آرتین,11
پاستای,11
لک,11
ازاسنپ,11
ترافیک,11
عزیزم,11
تخفیف‌های,11
تخفیفی,11
طولانیه,11
غیرقابل,11
اجازه,11
افراد,11
آژانس,11
محترم.,11
دهید.,11
گاز,11
بعضیا,11
جفتش,11
پوشش,11
بشود,11
گذارم,11
۱۴,11
کلنل,11
دومه,11
وباکیفیت,11
بسیااار,11
بسیاااار,11
افرادی,11
مناسب‌تر,11
خبر,10
گذاری,10
رمضان,10
دادید,10
اونا,10
اسموکی,10
میشد،,10
مرسییی,10
کتلت,10
متاسفانه.,10
غذاها،,10
بکشه,10
نقد,10
نقاط,10
زیره,10
اسراف,10
ترکیبی,10
مچاله,10
محتوا,10
سومین,10
خیلی.,10
گیاه,10
چیزه,10
کوب,10
روشن,10
ضخم,10
میکنه،,10
میگیرین,10
شیرینى,10
وهمچنین,10
برگر‌ها,10
تشکیل,10
انتقال,10
دادیم.,10
اقلامی,10
یلدا,10
ارایه,10
وتشکر,10
رسوندن.,10
سسهای,10
مشترى,10
طراحی,10
میده،,10
مرغ.,10
پذیرایی,10
کالاهای,10
مالیاتی,10
ساطوری,10
خانه,10
میمونه,10
جابجایی,10
مخلفاتی,10
سیسیلی,10
یبار,10
برام.,10
آسیب,10
واقعاااا,10
دلچسبی,10
دارت,10
می‌گیرم,10
رفتاری,10
پوشی,10
اسنپ،,10
روند,10
کدام,10
ثانیه,10
محصولاتی,10
هستند،,10
گفتم.,10
بخورم.,10
ببخشید,10
چورک,10
اهمیتی,10
بتونن,10
سپاسگذارم.,10
شیشه‌ای,10
انلاین,10
میخواد,10
عودت,10
گلها,10
مشتری‌ها,10
همتون,10
was,10
خوبین,10
ابتکار,10
العادست,10
سفیر,10
نمی‌شه,10
چهل,10
شد..,10
عملکرد,10
بخرم,10
تاریخ‌ها,10
مهمی,10
بخار,10
نازک‌تر,10
همه‌چی,10
اورد.,10
وی,10
کوچیک‌تر,10
خیابان,10
محتوای,10
روکش,10
شدیدا,10
سفارشم.,10
چیزاش,10
میگیرید,10
جوانه,10
مرد,10
اینسری,10
موقعه,10
رژیم,10
سرده,10
کالباسش,10
٣,10
نسکافه‌ای,10
بد.,10
ایندفه,10
فرمون,10
میگیرم،,10
چی.,10
الخصوص,10
قلب,10
کوردن,10
واینکه,10
نارنگی,10
کردنش,10
هستن،,10
بودند!,10
سیمیت,10
قرص,10
